"GB? 1=Yes, 0=No",Is it?,Slug,Title,Downloads,Last update,Required,Tested,Active,Keywords
0,block,jsm-block-filter-output,JSM&#039;s Block Filter Output - Monitor and Fix Incorrectly Coded Filters,1966,17/10/2019 20:05,3.9,5.3,0,"fix,report,block,filter,output"
1,block,safan-addons,Safan Addons For Elementor,29,19/10/2019 06:16,3.0.1,5.2.4,0,"elementor,elementor widget,elementor extention,elementor content block,elementor content widget"
0,block,pro-adblock,Pro-AdBlock,855,18/05/2018 11:20,4.5,4.9.12,10,"advertising,security,modal,adblock,web surfing"
0,block,total-cryptos,Total Cryptos,330,28/05/2018 15:05,4.6,4.7.15,10,"data,blockchain,crypto"
0,block,wp-commitment-contract,WP Commitment Contract,418,18/09/2018 21:00,4.6,4.7.15,10,"blockchain,ethereum,goal setting"
0,block,country-blocker,Country Blocker,718,02/12/2018 17:18,4.9,5.0.7,10,"ip address,block traffic,country block"
0,block,wp-tocjs,WP TocJS,436,03/12/2018 01:29,4.1,4.9.12,10,"shortcode,quote,blockquote,quotation"
0,block,welight-easy-impact,Welight - Easy Impact,219,13/12/2018 23:06,4.7,5.0.7,10,"blockchain,e-commerces,welight,consciente,soluÃ§Ã£o"
1,block,vikoder-posts-block,Posts Block by Vikoder,264,18/12/2018 05:33,5,5.0.7,10,"posts,page,blog,latest posts,card posts"
1,block,map-block-for-mapbox,Map Block for Mapbox,270,20/12/2018 01:35,5,5.1.3,10,"embed,block,map,mapbox"
1,block,accordion-block,accordion-block,811,24/12/2018 17:28,5.0.0,5.0.7,10,"Accordion,image block,vertical accordion,accordion block"
1,block,block-profile-card,Profile Card Block,480,28/12/2018 10:51,,5.0.7,10,"profile,card,profile card,profilecard"
1,block,ace-html-block,ACE HTML Block,371,06/02/2019 23:26,5,5.1.3,10,"block,syntax highlighting,raw html,ace-editor,html block"
1,block,schedule-content-block,Schedule Content Block,342,16/02/2019 16:41,5,5.1.3,10,"schedule,blocks,contents"
1,block,listicles,Listicles by LezWatch.TV,593,28/02/2019 01:12,5,5.1.3,10,"blocks,listicles"
0,block,ad-blocks,Ad Blocks,538,05/03/2019 17:21,4.6.1,5.1.0,10,"adsense,ad inserter,ad blocks,advertise blocks,advertising blocks"
1,block,simple-note,Simple Note,267,21/03/2019 15:10,5,5.1.3,10,"text,note,notes,blocks,quote"
0,block,wp-ethtipjar,WP-EthTipJar,1276,25/03/2019 17:18,4.6,4.9.12,10,"tipping,blockchain,ethereum"
1,block,bonway-static-block-editor,Bonway Static Block Editor,429,21/04/2019 07:58,4.9.7,5.1.3,10,"editor,blocks,static,static blocks,bonway"
0,block,mingrana-wp-to-blockchain,Mingrana WP to Blockchain,374,03/05/2019 17:08,4,5.1.3,10,"register,blockchain,authorship,proof of existence"
0,block,stampd-io-blockchain-stamping,STAMPD.IO - Blockchain Stamping,194,10/05/2019 12:28,4.9,5.2.4,10,"author,protection,timestamp,original,Stamp"
0,block,user-mail-only-register,User Mail Only Register,257,19/05/2019 15:26,3.6.0,5.2.4,10,"email,block,users,register"
0,block,user-agent-blocker,User Agent Blocker,119,31/05/2019 21:01,4.6,5.2.4,10,"block,htaccess,user agent,bad robot"
1,block,codeblocks-extended,Codeblocks Extended with PrismJS,520,05/06/2019 02:46,3.0.1,5.2.4,10,"code,pre,code highlighting,prismjs,clipboardjs"
1,block,simple-paypal-payment,Simple PayPal Payment,676,12/06/2019 16:35,3.6.0,5.2.4,10,"shortcode,widget,paypal,block"
0,block,kama-spamblock,Kama SpamBlock,24833,29/12/2018 15:30,2.7,4.7.15,8000,"antispam,spam,spammer,autospam,spamblock"
1,block,simple-stripe-payment,Simple Stripe Payment,492,12/06/2019 16:43,3.6.0,5.2.4,10,"shortcode,widget,block,stripe"
1,block,simple-definition-list-blocks,Simple Definition List Blocks,207,13/06/2019 16:29,5.2.1,5.2.4,10,"posts,blocks"
1,block,gutenipsum,GutenIpsum,157,26/06/2019 06:51,5.1,5.2.4,10,"text,editor,blocks"
1,block,simple-dfp,Simple GAM,738,30/06/2019 12:30,4,5.2.4,10,"google,manager,block,ad,gam"
1,block,style4block,CSS Editor for Gutenberg Blocks,177,20/07/2019 17:24,4,5.2.4,10,"css,block,style,custom css,design"
1,block,im-wp-multiblocks-lite,IM WP MultiBlocks Lite,464,05/08/2019 23:43,4.6,5.2.9,10,"post,adsense,google,ads,direct"
1,block,importdoc-block,ImportDoc Block,80,11/08/2019 06:33,5.0.0,5.2.4,10,"html,block,importdoc,googledocs"
0,block,ir-manager,Increase Rev Ad Manager,97,19/08/2019 04:04,3.9,5.2.0,10,"block ads,redirect url,Block domain,block java script,articles on ad placements"
1,block,gosign-notification-and-alert-block,Gosign - Notification And Alert Block,299,19/08/2019 09:31,5.1.1,5.2.4,10,"alert box,Notification Box,information box,notification and alert box,quotation block"
1,block,gosign-post-teaser-block,Gosign - Post Teaser Block,333,19/08/2019 09:32,5.1.1,5.2.4,10,"post teaser block,single post block,post image block,post info block"
1,block,ethpress,EthPress - Login via MetaMask,282,25/08/2019 13:25,4.6,5.2.4,10,"login,blockchain,ethereum,metamask,connect with"
0,block,ip-geo-block,IP Geo Block,721011,22/01/2019 03:59,3.7,5.0.7,40000,"security,login,firewall,Brute Force,vulnerability"
1,block,gosign-vimeo-video-player-block,Gosign - Vimeo Video Player Block,239,27/08/2019 10:35,5.1.1,5.2.4,10,"Vimeo Video Player,Wordpress Vimeo Video Player,Gutenberg Vimeo Video Player Block,Vimeo Video Player With Options,Vimeo Player Block with Splash Image"
1,block,gosign-youtube-video-player-block,Gosign - Youtube Video Player Block,218,27/08/2019 10:38,5.1.1,5.2.4,10,"youtube Video Player,Wordpress Youtube Video Player,Gutenberg Youtube Video Player Block,Youtube Video Player With Options,Youtube Player Block with Splash Image"
1,block,custom-block-styles,Custom Block Styles for Gutenberg,96,30/08/2019 07:51,5,5.2.4,10,"stylish guten-berg blocks,guten-berg styles,guten-berg blocks styles"
0,block,ga-backend-tracking,Google Analytics Backend Tracking (woocommerce support) - WordPress Plugin,363,03/09/2019 14:53,4,5.2.4,10,"analytics,tracking,google analytics,ad blocking,backend tracking"
0,block,feather-by-katalysis,"Feather, Pay-per-Article, Subscriptions and Donations in one WordPress plugin",556,05/09/2019 10:30,4.7,5.2.4,10,"subscription,donation,ideal,micropayment,blockchain"
0,block,ns-adblock-blocker,NS AdBlock Blocker,232,20/09/2019 15:55,5,5.2.4,10,"ads,adblock,block adblock,detect adblock,adBlock Block"
1,block,woolook,Woocommerce Blocks - Woolook,372,26/09/2019 07:49,5,5.2.4,10,"woocommerce,woocommerce grid,WooCommerce layout,woocommerce blocks"
0,block,block-user-ads,Block User Ads,629,30/09/2019 12:37,3.5,5.2.4,10,"ads,block,user,classipress,no ads"
1,block,woo-custom-email-blocks,Custom Email Blocks for WooCommerce,298,01/10/2019 07:14,5,5.2.4,10,"email template,woocommerce email customizer,email design,html email template,html email editor"
0,block,cidram,CIDRAM,1887,02/10/2019 13:31,4.8.0,5.2.4,10,"blacklist,anti-spam,blocker,asn,blocklist"
0,block,dpabadbotwp,dpabadbotwp,1238,04/10/2019 03:06,3.9.1,5.2.4,10,"security,hack,bad bot,brute force login,block hackers"
0,block,profanityblocker-profanity-filter,Profanity Blocker - Profanity Filter for swear words and profane language,1276,04/10/2019 08:53,2.7,5.1.3,10,"content filter,profanity filter,profane,swearing filter,word abuse filter"
0,block,custom-site,Custom Setting,1472,17/10/2019 00:58,3.5,5.2.4,10,"script,block,disable comments,disable block editor,disable emojicons"
0,block,ezigdpr-eu-blocker,Ezi GDPR EU Visitor Blocker,319,27/06/2018 00:21,3.0.1,4.9.12,20,"eu,privacy,geolocation,GDPR,traffic blocker"
0,block,adreclick-free,Simple Video Monetization,684,08/07/2018 14:41,3.3,4.9.12,20,"adsense,video,monetize,youtube,adblock"
0,block,add-tinymce-blockquote-cite,Add TinyMCE Blockquote Cite,268,15/08/2018 11:34,4.6,4.9.12,20,"editor,tinyMCE,blockquote,cite,bartzik webdesign"
1,block,textblox,Powie&#039;s TextBlox,1200,31/10/2018 19:47,2.5,4.9.12,20,"text,Section,blocks,templates,area"
0,block,login-secure,Login Secure,178,12/12/2018 10:05,4.6,5.0.7,20,"security,secure login,Brute Force,custom login url,block login url"
1,block,video-block-with-ads,Video Block with Ads,531,25/04/2019 17:53,2.5,5.1.3,20,"video,ads,advertising,VAST,IMA"
0,block,search-engines-blocked-warning,Search engines blocked warning,170,08/05/2019 09:33,4.0.1,5.2.4,20,"block,robots,robots.txt,Discourage Search Engines,search engine visibility"
0,block,gf-block-email-domains,Gravity Forms Block Email Domains,100,09/05/2019 20:00,5.0.0,5.2.4,20,"forms,gravity forms,gravity,gravity form,block email"
1,block,lyrics-block,Lyrics,260,28/05/2019 20:59,5,5.1.3,20,"music,lyrics,poetry,song lyrics"
1,block,gosign-google-maps-block,Gosign - Google Maps Block,440,29/05/2019 12:02,5.1.1,5.2.4,20,"Google Maps,wordpress google maps.,Gutenberg Google Maps Block,Google Map With Markers,Custom Google Maps Marker Icons"
1,block,gosign-promo-box-block,Gosign - Promo Box Block,434,31/05/2019 13:30,5.1.1,5.2.4,20,"promotion,promotion box,Promo Box Block"
1,block,app-template-blocks-for-wpbakery-page-builder,App Landing Template Blocks for WPBakery (Visual Composer) Page Builder,355,24/06/2019 08:09,4.0.1,5.2.4,20,"template,visual composer,page builder,addon,WPBakery"
1,block,swiftninjapro-wp-login-whitelist-ip,WP-Login Whitelist by SwiftNinjaPro,535,12/09/2019 14:45,3.0.1,5.2.4,20,"admin,security,login,block,wp login"
0,block,guardiankey,GuardianKey,555,21/09/2019 15:23,4.4,5.2.4,20,"security,authentication,login security,block hackers"
1,block,advanced-posts-blocks,Advanced Posts Blocks,765,24/09/2019 13:44,5,5.2.4,20,"posts,blocks"
0,block,adunblocker,AdUnblocker,804,10/10/2019 10:31,3.0.1,5.2.4,20,"adsense,adblock,anti-adblock,adunblocker"
0,block,conditional-content,Conditional Content,5287,14/10/2019 19:01,4,5.1.3,20,"content,advertisement,messages,conditional content,advertisement blocks"
0,block,block-email-cf7,Contact Form 7 - Blacklist Unwanted Email,160,15/10/2019 18:53,4.2,5.2.4,20,"Blacklist email domain for contact form 7,Block email domain for contact form 7,validate email domain for contact form 7,restrict email domain submission for contact form 7,free domain block in contact form 7"
0,block,pb-unblock-some-ips,PB Unblock some IPs,231,16/10/2019 21:33,4.5,5.2.4,20,"private,block,no follow,unblock,no-index"
0,block,cc-disable-users,CC-Disable-Users,196,19/06/2018 08:13,4.9.6,4.9.12,30,"author,dashboard,block,user,disable"
0,block,block-archive-org-robots-txt,Block Archive.org via WordPress robots.txt,308,08/05/2019 09:37,4.0.1,5.2.4,30,"bot,robot,robots,crawler,robots.txt"
1,block,lorem-ipsum-block,Lorem Ipsum Block - Placeholders for everyone,249,09/06/2019 12:34,5,5.2.4,30,"text,lorem ipsum,blocks,placeholder"
1,block,shift8-woocommerce-postal-blocker,Shift8 Woocommerce Postal Blocker,447,17/07/2019 16:19,3.0.1,5.2.4,30,"woocommerce,block,blacklist,postal,woocommerce blacklist"
1,block,gosign-readmore-toggle-text-block,Gosign - ReadMore Toggle Text Block,334,27/08/2019 10:58,5.1.1,5.2.4,30,"Gosign Read More Toggle Text Block,Toggle Button,Readmore Block,Text Readmore,Readmore Button"
1,block,sizeable-content-blocks,Sizeable Content Blocks,1124,28/04/2019 19:15,3.5.1,5.2.4,40,"flexible-content,content management,html content"
1,block,gosign-logo-slider-block,Gosign - Logo Slider Block,226,30/05/2019 07:24,5.1.1,5.2.4,40,"responsive slider,logo slider,Logo Slider Block,Gutenberg Logo,Logo Belt"
1,block,gosign-header-image-block,Gosign - Header Image Block,537,04/09/2019 13:35,5.1.1,5.2.4,40,"Header Image Block,Header Parallax Block,Header with Text Block,Text with Position"
0,block,registration-control,Registration Control,824,10/10/2018 15:39,4.1,4.9.12,50,"spam,block login,block spam,block user,block email"
0,block,block-user-account,Block User Account,530,08/12/2018 19:02,4.6,5.0.7,50,"block,account,user,wp-admin,block user"
0,block,pop-up-block,Pop Up Block,399,12/12/2018 22:20,4.9.0,5.0.7,50,"popup,modal,pop up"
1,block,gosign-advanced-separator-block,Gosign - Advanced Separator Block,742,16/07/2019 13:07,5.1.1,5.2.4,50,"separator,spacer,border,Advance separator block,icon border"
1,block,cision-block,Cision Block,2438,05/08/2019 18:34,3.1.0,5.2.4,50,"shortcode,widget,feed,cision,cision feed"
1,block,gosign-posts-slider-block,Gosign - Posts Slider Block,415,19/08/2019 09:32,5.1.1,5.2.4,50,"Posts Block,Latest Posts Block,Posts Posts Slider Block,post teaser slider"
1,block,justified-gallery,Justified Gallery,70911,02/03/2019 13:42,4.6,5.1.3,10000,"wordpress gallery,best gallery plugin,justified gallery,gallery grid,Gutenberg block"
1,block,advanced-bootstrap-blocks,Advanced Bootstrap Blocks,694,07/09/2019 02:47,5.0.0,5.2.4,50,"responsive,bootstrap,page builder,layout,grid"
0,block,wp-badbot-protection,WP BadBot Protection,8379,14/10/2019 10:27,3,5.2.4,50,"spam protection,spam prevention,block bots,block bad bots,bot protection"
0,block,edd-blockonomics,Bitcoin Easy Digital Downloads - Blockonomics,862,05/08/2019 06:46,3.0.1,5.2.4,60,"bitcoin,edd,easy digital downloads,bitcoin payments,accept bitcoin"
1,block,gosign-simple-teaser-block,Gosign - Simple Teaser Block,647,19/08/2019 09:33,5.1.1,5.2.4,60,"simple teaser,simple teaser block,teaser with link block,headline teaser block"
1,"block,gutenberg",editor-blocks,Editor Blocks for Gutenberg,19001,05/03/2019 14:16,4.9,5.1.3,2000,"page builder,blocks,gutenberg,gutenberg blocks,editor blocks"
1,block,gosign-accordion-slider-block,Gosign - Accordion Slider Block,641,27/08/2019 11:12,5.1.1,5.2.4,60,"responsive slider,accordion slider,Accordion Slider Block,Gutenberg Accordion,Slider with Lightbox"
1,gutenberg,quotes-collection,Quotes Collection,379532,06/03/2019 04:16,4.6,5.1.3,20000,"widget,quotes,Quotations,random quote,gutenberg"
1,block,swiftninjapro-inspect-element-console-blocker,Developer Tools Blocker by SwiftNinjaPro,618,12/09/2019 15:57,3.0.1,5.2.4,60,"security,block,console,inspect,element"
1,block,coming-soon-blocks,Coming Soon Page and Maintenance Mode for WordPress Block Editor,1562,01/03/2019 20:03,5,5.1.3,70,"maintenance,under construction,coming soon,launch page,blocks"
0,block,remove-disqus-ads,Remove Disqus Ads,219,03/05/2019 21:50,4,5.1.3,70,"ads,Disqus,adblock,remove ads"
1,block,validator-pizza,Validator.pizza,587,05/07/2019 12:24,3,5.2.4,70,"email,validation,block,disposable"
1,block,block-editor-for-manychat,Plugin Name: Block Editor for ManyChat,447,31/07/2019 19:31,5.0.0,5.2.4,70,"bots,messenger,facebook messenger,chatbots,manychat"
1,block,image-hover-effects-block,Image Hover Effects Block,622,12/09/2019 08:05,5,5.2.4,70,"hover,hover effects,image hover effects,css hover,css hover effects"
1,block,easy-geo-redirect,Easy GEO Redirect,445,14/10/2019 10:27,3,5.2.4,70,"security,geo,geo block,geo redirect,geo security"
0,block,wp-blockchain,WP Blockchain,1885,04/02/2019 13:36,4,4.9.12,80,"timestamp,bitcoin,Litecoin,blockchain,ethereum"
0,block,block-spam-comment,Block Spam Comment,397,21/04/2019 16:10,4.7,5.1.3,80,"comments,antispam,comment,spam,anti-spam"
0,block,manage-customized-plugin-updates,Manage Customized Plugin Updates,612,10/07/2019 13:44,4.7.5,5.2.4,80,"block plugin update,manage-customized-plugin-updates,plugin-upgrade-custom-notice,customized-plugins,restrict-plugin-upgrade"
1,block,wp-p5js-block,p5.js Block,570,13/09/2019 20:50,5,5.0.7,80,"javascript,processing,p5js,generative art,visual data"
1,block,wp-travel-blocks,WP Travel Blocks,609,24/09/2019 08:33,4.4,5.2.4,80,"travel,Tours,Tour Operator,Travel booking,travel agency"
0,block,adblock-notify-by-bweb,Ad Blocker Notify Lite,157406,21/03/2019 18:56,3.7,5.1.3,10000,"cookies,notify,ad blocker,page redirect,modal box"
1,block,lsx-blocks,LSX Blocks Plugin,352,27/09/2019 21:16,5,5.2.4,80,"page builder,block-editor,lsx,Gutenberg blocks plugin"
0,block,spiderblocker,Spider Blocker,254311,24/03/2019 20:30,4,5.1.3,30000,"seo,block,htaccess,Apache,bots"
0,block,wordproof-timestamp,WordProof Timestamp,2133,05/10/2019 15:34,4.6,5.2.4,90,"timestamp,blockchain,eos,eosio,telos"
0,block,deadblocker,deAdblocker,4589,11/06/2018 12:26,4,4.9.12,100,"adblock,adblock detect,prevent adblock,disable adblock"
0,block,admiral-adblock-suite,Admiral Adblock Analytics,6728,31/08/2018 15:00,3.7.4,4.9.12,100,"Adblock Blocker,block adblock,detect adblock,measure adblock,adblock analytics"
0,block,simple-no-bot,Captcha Free Anti Spam for Contact Form 7 (Simple No-Bot),862,03/03/2019 23:00,4.7,5.1.3,100,"contact form 7,spam blocker,bot blocker,invisible reCaptcha,auto captcha"
0,block,review-map-by-revukangaroo,Review Map by RevuKangaroo,977,28/03/2019 04:59,4.1,5.1.3,100,"business reviews,Google Reviews,yelp reviews,review filter,negative review blocker"
0,block,referer-spam-blocker,Referer Spam Blocker,904,28/04/2019 19:08,4.2,5.2.4,100,"domain,spam,block,referer spam,referer"
1,block,woo-email-domain-blacklist,Woo EDD Email Domain Blacklist,678,08/05/2019 17:15,3.0.1,5.2.4,100,"email,woocommerce,domain,block,woo"
0,block,cf7-manual-spam-blocker,CF7 Manual Spam Blocker,616,30/05/2019 10:54,3.5,5.1.3,100,"anti-spam,spam blocker,spam filter,wordpress spam,spam block plugin"
0,block,moreads-se,moreAds SE,5425,14/06/2019 14:52,4.4,5.2.4,100,"adsense,ads,ad,adblock,anti-adblock"
1,block,magic-block,Magic Block,932,29/06/2019 19:57,5,5.2.4,100,"HTML5,block,div,container block,html element"
1,block,gosign-text-with-image-block,Gosign - Text with Image Block,1273,17/07/2019 10:30,5.1.1,5.2.4,100,"text block,image block,Text with image block,Position the picture with text"
0,block,satoshipay,SatoshiPay,4964,22/07/2019 09:21,4.4.5,5.2.4,100,"paypal,micropayments,blockchain,stellar,lumen"
0,block,adback-solution-to-adblock,AdBack solution to adblock,5808,30/07/2019 13:32,3.0.1,5.2.4,100,"analytics,detection,message,adblock,detect"
1,block,syntax-highlighting-code-block,Syntax-highlighting Code Block (with Server-side Rendering),1170,27/08/2019 05:43,5.2,5.2.4,100,"code,block,code highlighting,syntax highlight,code syntax"
0,block,block-temporary-email,Block Temporary Email,2008,13/08/2018 09:57,2.9,4.8.11,200,"disposable email,temporary email,fake email,istempmail,trashmail"
0,block,block-spammers,Block Spammers,1603,25/10/2018 20:44,3.5.1,5.0.7,200,"comments,spam,ip,blocking"
1,block,edd-blocks,Easy Digital Downloads - Blocks,1474,10/12/2018 09:01,4.9,5.0.0,200,"edd,blocks,digital downloads,easy digital downloads,e-downloads"
0,block,gamipress-block-users,GamiPress - Block Users,1417,07/05/2019 08:03,4.4,5.2.4,200,"achievement,point,gamification,gamify,gamipress"
1,block,post-layouts,Post Layouts for Gutenberg,2663,12/06/2019 11:45,4.8,5.2.4,200,"grid layout,Post Templates,post blocks,list layout,post layouts"
1,"block,gutenberg",stylist,"Extra Block Design, Style, CSS for ANY Gutenberg Blocks",25085,12/04/2019 01:15,4.9,5.1.3,3000,"blocks,gutenberg,gutenberg blocks,block css,block design"
1,block,mad-mimi-wp,Mad Mimi Forms by Optin Cat,3756,29/07/2019 04:52,3.9.1,5.2.4,200,"madmimi,mad mimi,mad mimi form,mad mimi block mad mimi widget,mad mimi plugin"
0,block,customer-reviews-by-revukangaroo,Customer Reviews by Revukangaroo,1670,01/08/2019 08:41,4.1,5.2.4,200,"reviews,business reviews,Yelp,review filter,negative review blocker"
1,block,wp-gallery-enhancer,WP Gallery Enhancer - Gallery Block and Widget,672,29/08/2019 05:19,4.7,5.2.4,200,"image gallery,photo gallery,gallery widget,gallery block"
0,block,bp-toolkit,"Block, Suspend, Report for BuddyPress",1863,05/09/2019 10:08,4.6,5.2.4,200,"buddypress,report,block,moderation,suspend"
1,block,timeline-blocks,Timeline Blocks for Gutenberg,1892,09/09/2019 12:31,4.8,5.2.4,200,"Gutenberg block,post timeline blocks,timeline layouts,timeline templates,timeline blocks"
1,block,uix-page-builder,Uix Page Builder - Compatible with Gutenberg,8676,26/09/2019 08:01,4.2,5.2.4,200,"page builder,front end,blocks,builder,pagebuilder"
0,block,dh-anti-adblocker,DH - Anti AdBlocker,3906,14/10/2019 11:57,4,5.0.7,200,"adblock,dhantiadblocker,dh-anti-adblocker,dh-adblocker,dh-antiadblocker"
0,block,simple-adblock-notice,Simple Adblock Notice,16011,28/11/2018 14:46,3,5.0.0,300,"advertisement,adblock detect,anti adblock plus,adblock plus detect,adblock plus notice"
1,block,wp-team-list,Team List,4836,07/05/2019 05:56,5,5.2.4,300,"widget,users,team,blocks,authors"
0,block,gf-block-ips,Block ips for gravity forms,817,20/05/2019 16:57,4,5.2.4,300,"security,forms,gravity forms,gravity"
0,block,htaccess-login-block,.htaccess Login block,3758,21/05/2019 06:42,4.0.0,5.2.4,300,"login,firewall,block,htaccess,deny"
0,block,astounding-spam-prevention,Astounding Spam Prevention,2109,23/06/2019 16:05,4,5.1.3,300,"antispam,spam,anti-spam,block spam,spam blocker"
0,block,banhammer,Banhammer,4669,02/09/2019 20:47,4.5,5.2.4,300,"block,users,ban,bots"
0,block,wp-security-optimizer,WP Security Optimizer,4114,02/10/2018 06:59,3.5,4.9.12,400,"spam,hackers,xml-rpc,wpscan,block user agent"
0,block,newsletter-optin-box,"Newsletter Subscription Forms, Opt-in Widgets And Email Subscription Popups - Noptin",2011,06/10/2019 23:08,4.7,5.2.4,400,"newsletter widget,email popup,email newsletter form,email opt in,email opt-in block"
1,block,dev-content-blocks,Dev Content Blocks,1682,25/12/2018 10:14,4.0.1,5.0.7,500,"html,shortcodes,modular,Content Blocks,reusable content"
1,block,wp-plugin-info-card,WP Plugin Info Card,13372,30/06/2019 19:20,3.7,5.2.4,500,"theme,block,api,blocks,card"
0,block,block-wp-login,Block wp-login,4728,19/08/2019 16:26,3.5.0,5.2.4,500,"secure,security,wordpress security,security plugin,login security"
1,block,guten-post-layout,Guten Post Layout - Gutenberg Post Layout Collection,4052,23/09/2019 07:46,4.8,5.2.4,500,"grid,latest post,post layout,Gutenberg block,layout block"
1,block,gutenslider,Gutenslider - Gutenberg slider block,3375,20/10/2019 00:50,5.2,5.2.4,500,"slider,image slider,video slider,fullscreen slider,slider block"
1,block,yandex-money-button,ÐÐ½Ð¾Ð¿ÐºÐ° Ð¯Ð½Ð´ÐµÐºÑ ÐÐµÐ½ÐµÐ³,2582,15/03/2019 01:03,4.3.0,5.1.3,600,"widget,woocommerce,block,yandex,woo"
1,block,quiz-cat,Quiz Cat - WordPress Quiz Plugin,60187,30/04/2019 07:57,4,5.2.0,4000,"quiz,quizzes,create quiz,viral quiz,quiz block"
1,block,easy-pricing-tables,Pricing Tables WordPress Plugin - Easy Pricing Tables,496774,30/04/2019 07:58,3.6,5.2.0,30000,"pricing table,Pricing tables,comparison table,pricing table block,comparison table block"
0,block,psn-pagespeed-ninja,PageSpeed Ninja,175426,30/04/2019 19:32,4.0.1,5.2.4,20000,"minification,gzip,optimizer,Page Speed,render blocking css"
0,block,vigilantor,VigilanTor,3405,19/07/2019 04:45,4,5.2.4,600,"comments,spam,Tor,proxy,tor blocker"
1,block,cbxgooglemap,CBX Map for Google Map &amp; OpenStreetMap,3189,16/09/2019 11:26,3.5,5.2.4,700,"google map,openstreetmap,openstreet,elementor addons,Gutenberg block"
0,block,proxy-vpn-blocker,Proxy &amp; VPN Blocker,7278,30/06/2019 02:59,4.7,5.2.4,800,"security,proxy,vpn,proxy blocker,vpn blocker"
0,block,disable-emails,Disable Emails,49348,04/05/2019 08:14,4,5.2.4,7000,"disable emails,block emails"
0,block,wp-contact-form7-email-spam-blocker,WP Contact Form7 Email Spam Blocker,1678,01/03/2019 18:13,3,5.1.3,900,"spam,email spam,wordpress spam blocker,email blocker,spam email"
1,block,reusable-content-blocks,Reusable Content Blocks,2469,12/06/2019 13:36,4.9.7,5.2.4,900,"reusable content,wpbakery page builder,reusable content widget,reusable content blocks,insert page"
1,block,code-syntax-block,Code Syntax Block,2156,19/09/2019 13:09,5,5.2.4,900,"code,code highlighting,syntax highlight,code syntax"
0,block,lock-user-account,Lock User Account,3242,20/10/2018 21:37,4.3,5.0.7,1000,"users,block user,lock account,wordpress user accounts,lock user"
1,block,reusable-text-blocks,Reusable Text Blocks,54400,06/05/2019 12:59,3.5,5.2.4,10000,"widget,content,block,reusable content,reusable text"
1,block,wp-hotel-booking-block-room,WP Hotel Booking Block Room,8304,20/11/2018 03:04,4.2,4.9.12,1000,"booking,reservation,reservations,Hotel Booking,Hotel"
1,block,sociality,Sociality,5551,13/12/2018 18:40,4.0.0,4.8.11,1000,"share,social,post author block"
0,block,en-spam,En Spam,10922,17/02/2019 10:25,2,5.1.3,1000,"antispam,comment,bot,anti-spam,block spam"
1,block,cp-blocks,CP Blocks,8914,07/05/2019 00:19,3.0.5,5.2.4,1000,"css,button,script,design,blocks"
0,block,stop-referrer-spam,Stop Referrer Spam,4543,06/06/2019 22:11,4,5.2.4,1000,"analytics,referral,spam,block,referrer"
1,block,highlighting-code-block,Highlighting Code Block,3373,08/09/2019 09:23,4.6,5.2.4,1000,"syntax highlighting,SyntaxHighlighter,sourcecode,block-editor,classic editor"
1,"block,gutenberg",block-builder,Elementor Blocks for Gutenberg,22985,08/05/2019 15:19,4.9,5.2.4,7000,"block,design,elementor,gutenberg,Block Builder"
1,block,product-blocks-for-woocommerce,Product Blocks for WooCommerce,5816,12/09/2019 08:38,5,5.2.4,1000,"woocommerce,product,block,store,blocks"
0,block,woo-blocker-lite-prevent-fake-orders-and-blacklist-fraud-customers,Blocker â€“ Prevent Fake Orders And Blacklist Fraud Customers for WooCommerce,11589,24/09/2019 11:25,3.8,5.2.4,1000,"Prevent fake orders,Blacklist fraud customers,woocommerce Blacklist fraud customers Woocommerce Blocker Lite,Blacklister for WooCommerce,Blacklisting"
0,gutenberg,classic-editor,Classic Editor,13992242,08/05/2019 23:08,4.9,5.2.4,5000000,"editor,disable,gutenberg,classic editor,disable gutenberg"
1,block,gutentor,Gutentor : WordPress Page Building Blocks with Unlimited Possibilities to Design,4034,30/09/2019 15:45,5,5.2.4,1000,"landing page,block,drag-and-drop,blocks,block-editor"
0,block,wp-geo-website-protection,WP GEO Website Protection (by SiteGuarding.com),10335,14/10/2019 10:28,3,5.2.4,1000,"security,geo,geo block,geo protection,geo security"
0,block,querywall,QueryWall: Plug&#039;n Play Firewall,9640,23/10/2018 10:16,3.1,5.0.7,2000,"security,firewall,antivirus,block,protect"
0,block,user-blocker,User Blocker,14486,15/07/2019 11:12,4,5.2.4,2000,"block user,disable users,deactivate users,restrict user,deny user"
0,block,iubenda-cookie-law-solution,iubenda Cookie Solution for GDPR,250547,10/05/2019 12:32,4,5.2.4,40000,"cookies,cookie law,cookie banner,cookie block,cookie policy"
1,"block,gutenberg",nusratech-pricing-block,Nusratech Pricing Block,193,19/05/2018 07:47,4.7,4.9.12,0,"block,editor,table,pricing,gutenberg"
1,"block,gutenberg",ttfb-blocks,TTFB Blocks,317,04/06/2018 15:20,4.6,4.9.12,10,"block,gutenberg"
1,"block,gutenberg",superblocks,SuperBlocks - Best Collection of WordPress Blocks,334,22/06/2018 01:20,4.7,4.9.12,10,"page builder,blocks,gutenberg,gutenberg blocks,wordpress blocks"
1,"block,gutenberg",easy-read-and-pictograms-blocks-for-gutenberg,Easy Read and Pictograms blocks for Gutenberg,196,22/06/2018 14:40,4.8,4.9.12,0,"block,accessibility,help,gutenberg,easy read"
